교차로명,시도,시군구,도로명,기타주소,도로등급,시행청,준공연도,교차로 유형,회전교차로 유형,로터리 유형,"스쿨존 내
위치여부",교차로 내 신호 여부,"접근로 진입부
양보선 여부",계,신규추가,누락추가,비고,위도,경도,NUMPOINTS
식현사거리,경기도,파주시,적성면,식현리 31-8,"4",지자체,"2019",4지,1차로형,,,,O,1,"1",,,37.946328,126.894986,"4"
어유지리삼거리,경기도,파주시,적성면,어유지리 72-5,"4",지자체,"2019",3지,1차로형,,,,O,1,"1",,,37.9929,126.993522,"0"
능안사거리,경기도,파주시,조리읍,대원리 1333,"5",지자체,"2019",4지,2차로형,,,,O,1,"1",,,37.742219,126.795222,"0"
송암스포츠타운 입구,강원도,춘천시,옛경춘로,"334",시도,행정안전부,"2014",3지,1차로형,,,,○,,,,,37.845681,127.692889,"0"
춘천여고 입구,강원도,춘천시,만천양지길,"101",시도,지자체,"2016",3지,1차로형,,,,○,,,,,37.557341,127.763657,"0"
한들 회전교차로,강원도,춘천시,김유정로,"1347",시도,지자체,"2019",3지,2차로형,,,,○,,,,,37.814349,127.707696,"0"
여우고개사거리,강원도,춘천시,신동로,"29",시도,지자체,"2018",4지,2차로형,,,,○,,,,,37.922274,127.737394,"0"
상일사거리,강원도,춘천시,소양강로,"351",시도,지자체,"2019",4지,2차로형,,,,○,1,"1",,,37.917517,127.750814,"8"
여우고개삼거리,강원도,춘천시,충열로,"314",시도,지자체,"2019",3지,1차로형,,,,○,1,"1",,,37.920397,127.739189,"1"
북원주IC삼거리,강원도,원주시,호저로,주산리 7551,시도,국토교통부,"2010",3지교차로,1차로형,,,,○,,,,,37.426916,127.92153,"0"
구)자연유치원 앞,강원도,원주시,만대로,무실동 16655,시도,행정안전부,"2011",4지교차로,1차로형,,,,○,,,,,37.332635,127.924559,"4"
"무실 주공3,4차 앞",강원도,원주시,만대로,무실동 1685,시도,행정안전부,"2011",3지교차로,1차로형,,,,○,,,,,37.33457,127.926539,"3"
단관교차로,강원도,원주시,시청로,관설동 1775,시도,지자체,"2013",3지교차로,1차로형,,,,○,,,,,37.31514,127.965351,"1"
행구동 살구둑,강원도,원주시,행구로,행구동 10511,시도,지자체,"2013",4지교차로,1차로형,,,,○,,,,,37.343787,127.996933,"5"
호저삼거리,강원도,원주시,호저로,주산리 4581,시도,행정안전부,"2014",3지교차로,1차로형,,,,○,,,,,37.407143,127.928859,"1"
다박골사거리,강원도,원주시,무실로,일산동 1111,시도,행정안전부,"2014",4지교차로,1차로형,,,,○,,,,,37.347248,127.948787,"14"
무실1단지삼거리,강원도,원주시,만대로,무실동 1689,시도,지자체,"2016",3지교차로,1차로형,,,,○,,,,,37.335864,127.924612,"0"
문학공원사거리,강원도,원주시,단관공원길,단구동 1647,시도,지자체,"2016",4지교차로,1차로형,,,,○,,,,,37.320354,127.959271,"6"
단관택지사거리,강원도,원주시,단구로,단구동 1600,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.324004,127.957848,"18"
단구중사거리,강원도,원주시,단구로,단구동 1659,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.321599,127.955792,"9"
현진에버빌5차@사거리,강원도,원주시,단구로,단구동 1638,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.320525,127.955182,"3"
소초면 돌모루사거리,강원도,원주시,치악로,흥양리 14992,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.387783,127.978641,"2"
소초면 송문사거리,강원도,원주시,치악로,흥양리 16441,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.381644,127.973716,"2"
동화농공단지사거리,강원도,원주시,동화공단로,동화리 10023,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.334296,127.833639,"3"
오리현천교사거리,강원도,원주시,양지로,행구동 147512,시도,지자체,"2017",4지교차로,2차로형,,,,○,,,,,37.33729,127.984754,"4"
벨라시티아파트사거리,강원도,원주시,백간길,단계동 1155,시도,지자체,"2017",4지교차로,1차로형,,,,○,,,,,37.351793,127.925268,"5"
가치래미삼거리,강원도,원주시,가현로,가현동 2044,시도,지자체,"2017",3지교차로,1차로형,,,,○,,,,,37.39301,127.939776,"1"
소초국도대체우회삼거리,강원도,원주시,치악로,흥양리 14742,일반국도,지자체,"2017",3지교차로,1차로형,,,,○,,,,,37.390626,127.982094,"3"
동화공단사무소사거리,강원도,원주시,동화공단로,동화리 1675-2,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.334209,127.843303,"0"
취병교차로,강원도,원주시,원문로,취병리 33-18,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.304409,127.806781,"5"
토지문학공원사거리,강원도,원주시,단관공원길,단구동 121-1 ,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.322838,127.960604,"5"
라옹정사거리,강원도,원주시,나비허리길,관설동 1490-1,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.320886,127.962859,"3"
개봉교사거리,강원도,원주시,개봉교길,봉산동 902-180 ,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.345281,127.958247,"8"
문막공단사거리,강원도,원주시,문막공단길,반계리 2273-7 ,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.298886,127.803807,"5"
우산공단사거리,강원도,원주시,우산로,우산동 484-7 ,시도,지자체,"2018",4지교차로,1차로형,,,,○,,,,,37.383003,127.93999,"0"
건강보험공단정문사거리,강원도,원주시,건강로,반곡동 1893(세계로 1인근),시도,지자체,"2019",4지교차로,1차로형,,,,○,,,,,37.324203,127.98751,"2"
건강보험공단후문사거리,강원도,원주시,건강로,반곡동 1893(건강로 17인근),시도,지자체,"2019",4지교차로,1차로형,,,,○,,,,,37.32569,127.987561,"2"
외둔지사거리,강원도,원주시,건강로,반곡동 1893(미래로 25인근),시도,지자체,"2019",4지교차로,1차로형,,,,○,,,,,37.326466,127.986702,"6"
양지뜰사거리,강원도,원주시,우산로,반곡동 1891(양지로 50인근),시도,행정안전부,"2019",4지교차로,1차로형,,,,○,,,,,37.32606,127.983697,"4"
삼보사거리,강원도,원주시,우산로,반곡동 1891(양지로 70인근),시도,행정안전부,"2019",4지교차로,2차로형,,,,○,,,,,37.327492,127.985198,"4"
치악지구대삼거리,강원도,원주시,우산로,반곡동 1891(양지로 90인근),시도,지자체,"2019",3지교차로,1차로형,,,,○,,,,,37.329278,127.986435,"5"
봉화산푸르지오아파트사거리,강원도,원주시,봉화서부로,단계동 1177-5(봉화서부로 14인근),시도,지자체,"2019",4지교차로,2차로형,,,,○,1,○,,,37.356173,127.919788,"0"
봉화산택지사거리,강원도,원주시,봉화서부로,단계동 1175-1(봉화서부로 24인근),시도,지자체,"2019",4지교차로,1차로형,,,,○,1,○,,,37.356422,127.918573,"0"
강릉역육거리,강원도,강릉시,강릉대로,교동1566,시도,지자체,"2017",6지,2차로형,,,,○,,,,,37.762878,128.90055,"24"
사임당로교동광장로 교차로,강원도,강릉시,사임당로,유천동205,시도,지자체,"2017",4지,2차로형,,,,○,,,,,37.763424,128.865248,"3"
강릉중앙교회 삼거리,강원도,강릉시,수리골길,운정동851,시도,지자체,"2017",4지,2차로형,,,,○,,,,,37.781048,128.89468,"2"
안목공중화장실 앞,강원도,강릉시,창해로,견소동26830,시도,지자체,"2016",3지,1차로형,,,,○,,,,,37.773507,128.945685,"1"
"반석교회앞
(성덕교차로)",강원도,강릉시,성덕로,입암동1971,시도,지자체,"2016",3지,2차로형,,,,○,,,,,37.756488,128.92344,"3"
구 성덕철길 교차로(쌍구형),강원도,강릉시,율곡로,청량동5793,시도,지자체,"2016",3지,2차로형,,,,○,,,,,37.746449,128.911908,"7"
연곡면 구검문소 앞,강원도,강릉시,연주로,영진리371,시도,지자체,"2016",4지,1차로형,,,,○,,,,,37.869251,128.838083,"3"
라카이리조트 앞,강원도,강릉시,안현로,안현동8991,시도,지자체,"2017",4지,1차로형,,,,○,,,,,37.80577,128.9031,"3"
강문동 1호회전교차로,강원도,강릉시,강릉대로,강문동42,시도,지자체,"2013",4지,1차로형,,,,○,,,,,37.80577,128.9031,"3"
문성고 앞,강원도,강릉시,죽헌길,지변동6184,시도,지자체,"2017",4지,1차로형,,,,○,,,,,37.777047,128.875174,"0"
우미린아파트 앞,강원도,강릉시,선수촌로,홍제동1053,시도,지자체,"2017",3지,소형,,,,○,,,,,37.755789,128.870067,"1"
동해대로,강원도,강릉시,동해대로,미노리 401-9,일반국도,지자체,"2018","3",1차로형,,,,○,,,,,37.817664,128.852554,"0"
안목해변 앞,강원도,강릉시,창해로,견소동 268-30,시도,지자체,"2016",3지,1차로형,,,,○,1,,○,,37.773518,128.9457,"1"
터미널 앞,강원도,강릉시,하슬라로,홍제동 941-1,시도,지자체,"2017",3지,1차로형,,,,○,1,,○,,37.755092,128.876786,"6"
강릉원주대 앞,강원도,강릉시,죽헌길,유천동 40-4,시도,지자체,"2013",4지,1차로형,,,,○,1,,○,,37.770414,128.873999,"1"
사문재,강원도,동해시,동해대로,"5854",시도,행정안전부,"2013",3지,1차로형,,,,○,,,,,37.561749,129.100528,"1"
발한삼거리,강원도,동해시,발한로,"221",일반국도,지자체,"2017",3지,1차로형,,,,○,,,,,37.549336,129.108841,"2"
시청로터리리,강원도,동해시,천곡로,"77",시도,지자체,"1985",4지,2차로형,,,,○,,,,,37.523446,129.113558,"30"
동해역로터리,강원도,동해시,동해역길,"69",시도,지자체,"1990",3지,1차로형,,,,○,,,,,37.497942,129.124248,"1"
부곡삼거리,강원도,동해시,발한로,"69",시도,지자체,"2018",3지,2차,,,,○,,,,,37.53869,129.101917,"7"
시청후문 삼거리 회전교차로,강원도,태백시,태붐로,"21",시도,행정안전부,"2012",3지,1차로형,,,,○,,,,,37.165218,128.985515,"3"
수복탑 회전교차로,강원도,속초시,중앙로,동명동 3981,시도,행정안전부,"2016",4지,2차로형,,,,○,,,,,38.210612,128.593578,"18"
맹방사거리교차로,강원도,삼척시,삼척로,상맹방리 8-3,시도,지자체,"2018",4지,1차로형,,,,○,,,,,37.394827,129.216589,"3"
근덕교차로(삼척마이스터고),강원도,삼척시,삼척로,교가리 574-2,시도,지자체,"2019",4지,1차로형,,,,○,,,,,37.38429,129.224127,"1"
홍천군의회 앞,강원도,홍천군,희망로,희망리 153,기타,지자체,"2011",5지,1차로형,,,,○,,,,,37.693844,127.889183,"1"
홍천터미널 앞,강원도,홍천군,홍천로,희망리 3627,군도,지자체,"2016",4지,2차로형,,,,○,,,,,37.688597,127.87979,"17"
형제주유소 앞,강원도,홍천군,홍천로,갈마곡리 43246,군도,지자체,"2016",5지,1차로형,,○,,○,,,,,37.696637,127.894836,"3"
갈마곡2리,강원도,홍천군,결운로,검율리 2521,기타,지자체,"2016",4지,2차로형,,,,○,,,,,37.698142,127.909148,"0"
항공대 앞,강원도,홍천군,홍천로,태학리 5912,군도,지자체,"2017",5지,1차로형,,,,○,,,,,37.702066,127.900516,"3"
화양교 앞,강원도,홍천군,홍천로,갈마곡리 5352,군도,지자체,"2017",4지,1차로형,,,,○,,,,,37.6941,127.893654,"7"
무궁화공원 앞,강원도,홍천군,무궁화로,연봉리 418-1,군도,지자체,"2018",4지,1차로형,,,,○,,,,,37.682967,127.87271,"2"
홍천농고 앞,강원도,홍천군,홍천로,결운리 326-4,군도,지자체,"2018",3지,1차로형,,,,○,,,,,37.7091,127.912936,"1"
3.1광장,강원도,횡성군,"횡성로, 문정로",읍하리 475,기타,행정안전부,"2009",3지,1차로형,,,,○,,,,,37.489541,127.98618,"6"
축협 오거리,강원도,횡성군,"횡성로, 중앙로",읍하리 560,기타,행정안전부,"2011",5지,2차로형,,,,○,,,,,37.488226,127.985661,"12"
세대주유소 앞,강원도,횡성군,한우로,읍상리 454,기타,행정안전부,"2012","3지, 4지",2차로형,,,○,○,,,,,37.48561,127.990965,"5"
대동여중 육거리,강원도,횡성군,한우로,읍하리 472,기타,행정안전부,"2014","3지,5지",1차로형,,,,○,,,,,37.490875,127.983412,"1"
마산교차로,강원도,횡성군,태기로,마산리 440,군도,행정안전부,"2015",4지,1차로형,,,○,○,,,,,37.497719,128.002916,"1"
마옥교차로,강원도,횡성군,섬강로,마옥리 346,군도,행정안전부,"2015",4지,1차로형,,,○,○,,,,,37.532879,128.013387,"0"
북천교차로,강원도,횡성군,"문화체육로, 화성로",북천리 120-3,기타,지자체,"2018",4지,1차로형,,,,○,,,,,37.495723,127.991049,"2"
앞들서2로 교차로,강원도,횡성군,"앞들서2로, 중앙로",읍하리 150-2,기타,지자체,"2019","4",2차로형,,,,○,1,○,,,34.489736,127.982525,"0"
자포교차로,강원도,횡성군,"둔내로, 고원로, 청태산로",자포곡리 364-7,기타,지자체,"2019","4",1차로형,,,,○,1,○,,,37.511751,128.224488,"0"
덕포사거리,강원도,영월군,중앙로,덕포리 57455,일반국도,행정안전부,"2016",4지,1차로형,,,,○,,,,,37.180306,128.477273,"3"
상하수도사업소 앞,강원도,영월군,중앙로,덕포리 7471,군도,행정안전부,"2014",3지,1차로형,,,,,,,,,37.165178,128.480925,"0"
영월IC삼거리,강원도,영월군,청령포로,방절리 228-16,군도,행정안전부,"2011",3지,1차로형,,,,,,,,,37.181203,128.450644,"2"
영월파출소 앞,강원도,영월군,중앙로,영흥리 845-11,군도,행정안전부,"2010",4지,1차로형,,,,,,,,,37.183518,128.472785,"3"
방절리삼거리,강원도,영월군,청령포로,방절리 산493,군도,지자체,"2015",3지,1차로형,,,,,,,,,37.178389,128.445641,"0"
문화예술회관 앞,강원도,영월군,단종로,영흥리 9626,기타,지자체,"2015",3지,1차로형,,,,,,,,,37.185435,128.468157,"3"
영월초교 후문삼거리,강원도,영월군,제방안길,영흥리 92530,기타,지자체,"2015",3지,소형,,○,,,,,,,37.181615,128.470064,"2"
청령포입구 교차로(영월소방서 앞),강원도,영월군,영월로,하송리 212-15,국도,국토교통부,"2018",3지,1차로형,,,,,,,,,37.184824,128.458057,"6"
영흥리 제방안길(LH천년나무 앞),강원도,영월군,제방안길,영흥리 924-21,도시계획도로,지자체,"2018",3지,1차로형,,,,,,,,,37.182076,128.471368,"0"
하송리 스포츠파크(수영장 앞),강원도,영월군,은행나무길,하송리 143-2,도시계획도로,지자체,"2017",4지,1차로형,,,,,,,,,37.178049,128.461749,"3"
영흥리 내성길(동양주택 앞),강원도,영월군,내성길,영흥리 771-2,도시계획도로,지자체,"2009",4지,1차로형,,,,,,,,,37.18788,128.474152,"1"
진부IC교차로,강원,평창군,진부중앙로,하진부리 271,기타,지자체,"2017",4지,2차로형,,,,○,,,,,37.632617,128.554229,"3"
진부역교차로,강원,평창군,진부로,송정리 133410,기타,지자체,"2017",5지,2차로형,,,,○,,,,,37.643087,128.570864,"0"
횡계교차로,강원,평창군,대관령로,횡계리 3213,기타,지자체,"1985",5지,1차로형,,,,,,,,,37.672298,128.707749,"2"
알펜로제앞 교차로,강원,평창군,대관령로,횡계리 27965,기타,지자체,"2017",3지,1차로형,,,,○,,,,,37.671342,128.714941,"0"
천문교차로,강원,평창군,올림픽로,용산리 산793,군도,지자체,"2017",4지,1차로형,,,,○,,,,,37.649746,128.69091,"0"
솔봉재 교차로,강원,평창군,올림픽로,용산리 25417,군도,지자체,"2017",4지,2차로형,,,,○,,,,,37.669561,128.665492,"0"
용산교차로,강원,평창군,큰터길,용산리 359,군도,지자체,"2017",4지,1차로형,,,,○,,,,,37.661756,128.650561,"0"
송천 회전교차로,강원,평창군,대관령면,횡계리 393-51,농어촌도로,지자체,"2017",4지,1차로형,,,,○,1,,○,,37.68425,128.708217,"0"
횡계 회전교차로,강원,평창군,대관령면,횡계리 82-28,농어촌도로,지자체,"2017",3지,1차로형,,,,○,1,,○,,37.67337,128.724074,"0"
119안전센터 회전교차로,강원,평창군,대관령면,횡계리 371-13,기타,지자체,"2018",3지,2차로형,,,,○,1,,○,,37.672526,128.701712,"0"
대관령중학교 회전교차로,강원,평창군,대관령면,횡계리 371-13,기타,지자체,"2018",4지,2차로형,,,,○,1,,○,,37.673435,128.701055,"2"
북실사거리,강원도,정선군,정선로,"1242",기타,행정안전부,"2013",4지,1차로형,,,,○,,,,,37.378658,128.652536,"1"
사북읍 택시부 앞,강원도,정선군,사북1길,"42",기타,지자체,"2009",4지,1차로형,,,,,,,,,37.227358,128.814739,"5"
신동읍사무소 앞,강원도,정선군,예미1길,"1",기타,지자체,"2013",4지,1차로형,,,,○,,,,,37.211597,128.642739,"0"
갈래교 앞,강원도,정선군,고한7길,"3",기타,행정안전부,"2013",3지,1차로형,,,,,,,,,37.195889,128.861619,"0"
직탕폭포입구,강원도,철원군,동송읍 장흥리,393-26,군도,지자체,"2017",4지,1차로형,,,,○,,,,,38.206194,127.256143,"3"
장수대교입구,강원도,철원군,김화읍 청양리,1177-15,군도,지자체,"2017",4지,1차로형,,,,○,,,,,38.243516,127.374473,"2"
문혜사거리,강원도,철원군,갈말읍 두루미로,"104",군도,지자체,"2010",4지,1차로형,,O,,,,,,,38.185356,127.320386,"1"
이평사거리,강원도,철원군,동송읍 북원로,"1388",군도,지자체,"2012",4지,1차로형,,,,○,,,,,38.206562,127.229423,"0"
중로3-4,강원도,철원군, 갈말읍 군탄리 ,899-11,군도,지자체,"2018",4지,1차로형,,,,○,,,,,38.154866,127.308351,"1"
지포사거리(산림조합앞),강원도,철원군,갈말읍 신철원리,995-9,군도,지자체,"2018",4지,1차로형,,,,○,,,,,38.148774,127.307526,"5"
보훈회관앞,강원도,철원군,갈말읍 군탄리 ,337-2,군도,지자체,"2018",4지,1차로형,,,,○,,,,,38.149263,127.311021,"1"
여우네골입구,강원도,철원군,갈말읍 신철원리,540-6,군도,지자체,"2018",4지,1차로형,,,,○,,,,,38.149455,127.313282,"1"
