"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자
F8244,인천광역시,서구,지방도,84번,봉수대로,1,,인천 서구 연희동 산138-3,37.5421783600,126.6632218000,"인천 서구 봉수대로 녹지사업소 앞 (경서4→가정4) 1,2차로",2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8245,인천광역시,서구,지방도,84번,봉수대로,1,,인천 서구 연희동 산138-3,37.5421791900,126.6632305000,"인천 서구 봉수대로 녹지사업소 앞 (경서4→가정4) 3,4차로",2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8246,인천광역시,중구,기타,321번,해안남로 321번길,1,,인천 중구 운서동 2851-27,37.4402772500,126.4554934000,인천 중구 해안남로 321번길 하얏트호텔앞 (인천공항검역소→합동청사역),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8247,인천광역시,강화,기타,300번,신문길,2,,인천 강화군 강화읍 신문리 687-98,37.7447411500,126.4833120000,인천 강화군 신문길 합일초교 앞 (남문→강화중앙교회),2,30,,,2,2015,인천지방경찰청,032-455-2352,2020-06-30
F8265,인천광역시,남동구,특별시도,18번,메소홀로,2,,인천 남동구 수산동 119-14,37.4394531700,126.7215764000,인천 남동구 매소홀로 매소홀터널 앞 (담방마을4 → 선수촌4),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8266,인천광역시,서구,지방도,84번,봉화로,2,,인천 서구 검단1동 470-11,37.5956156500,126.6436153000,인천 서구 봉화로 검단1교차로 (검단2교차로 → 양촌산업단지),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8267,인천광역시,서구,지방도,84번,봉화로,1,,인천 서구 왕길동 434-1,37.5950932900,126.6436186000,인천 서구 봉화로 검단1교차로 (양촌산업단지 → 검단2교차로),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8366,인천광역시,연수구,특별시도,49번,인천신항대로,2,,인천 연수구 인천신항대로 (인천신항 → 공단2단지4),37.3819391000,126.6942203000,인천 연수구 인천신항대로 (인천신항 → 공단2단지4),1,40,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8367,인천광역시,연수구,특별시도,49번,인천신항대로,2,,인천 연수구 인천신항대로 (인천신항교 → 인천신항),37.3476343900,126.6455221000,인천 연수구 인천신항대로 (인천신항교 → 인천신항),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8368,인천광역시,남동구,특별시도,41번,송도지식대로,2,,인천 남동구 송도지식대로 외암4 (연세대국제캠퍼스 → 고잔4),37.3876166700,126.6853046000,인천 남동구 송도지식대로 외암4 (연세대국제캠퍼스 → 고잔4),2,50,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8369,인천광역시,남동구,지방도,41번,남동대로,2,,인천 남동구 남동대로 삼천리기계앞 (고잔4 → 안말4),37.3953373000,126.6909808000,인천 남동구 남동대로 삼천리기계앞 (고잔4 → 안말4),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8374,인천광역시,서구,특별시도,44번,봉오대로,1,,인천 서구 봉오대로 청라지하차도 앞 (가정4 → 심곡2교),37.5258827700,126.6539342000,인천 서구 봉오대로 청라지하차도 앞 (가정4 → 심곡2교),1,80,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8375,인천광역시,서구,특별시도,44번,봉오대로,3,,인천 서구 봉오대로 원창2교차로 (서해교차로 → 청라지하차도),37.5218597800,126.6351807000,인천 서구 봉오대로 원창2교차로 (서해교차로 → 청라지하차도),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8376,인천광역시,서구,특별시도,44번,봉오대로,3,,인천 서구 봉오대로 원창2교차로 (청라지하차도 → 서해교차로),37.5220051900,126.6341300000,인천 서구 봉오대로 원창2교차로 (청라지하차도 → 서해교차로),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8452,인천광역시,계양구,특별시도,44번,봉오대로,2,,인천 계양구 작전동 472-1,37.5252407700,126.7220237000,인천 계양구 계양대로 나들목4 (작전역4 → 부평IC4),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8453,인천광역시,서구,특별시도,44번,봉오대로,2,,인천 서구 검암경서동 121-8,37.5527364000,126.6641577000,인천 서구 봉수대로 아시아드4 (샘내들4 → 백석대교),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8454,인천광역시,서구,특별시도,44번,봉오대로,3,,인천 서구 가정2동 284-436,37.5248626700,126.6792899000,인천 서구 봉오대로 가정뉴서울아파트 앞 (아나지3 → 루원4),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8455,인천광역시,서구,특별시도,44번,봉오대로,3,,인천 서구 가정동 541-7,37.5242840600,126.6796010000,인천 서구 봉오대로 가정뉴서울아파트 건너편 (루원4 → 아나지3),2,60,,,,2015,인천지방경찰청,032-455-2352,2020-06-30
F8765,인천광역시,계양구,특별시도,50번,드림로,1,,인천 계양구 갈현동 산78-1,37.5759242500,126.7220014000,인천 계양구 드림로 갈현보도육교 앞 (갈현3 → 장기4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8766,인천광역시,계양구,특별시도,50번,드림로,3,,인천 계양구 장기동 115-144,37.5757667200,126.7360682000,인천 계양구 드림로 장기4 (수송도로3 → 갈현3),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8886,인천광역시,강화,군도,102번,초지로,1,,인천 강화군 길상면 선두리 42-16,37.6245035800,126.4944106000,강화군 길상면 초지로 길상교차로 (장흥교차로 → 초지현 2교차로),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8887,인천광역시,강화,군도,102번,중앙로,1,,인천 강화군 선원면 창리 산102,37.7248894200,126.4824801000,강화군 선원면 중앙로 세광아파트 앞 (찬우물3 → 대문고개입구교차로),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8888,인천광역시,계양구,특별시도,45번,계양대로,2,,인천 계양구 작전동 863,37.5323945800,126.7227799000,인천 계양구 계양대로 작전시장 서문 (작전역4 → 교대4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8889,인천광역시,계양구,특별시도,53번,장제로,1,,인천 계양구 장제로 롯데마트 건너편 (임학4 → 까치말4),37.5407991000,126.7351274000,인천 계양구 장제로 롯데마트 건너편 (임학4 → 까치말4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8890,인천광역시,미추홀구,특별시도,26번,참외전로,1,,인천 남구 숭의동 189-2,37.4673807100,126.6443722000,인천 미추홀구 참외전로 인천축구전용경기장 앞 (유동3 → 숭의시장4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8891,인천광역시,미추홀구,일반국도,42번,경인로,1,,인천 남구 도화1동 626-3,37.4651155500,126.6646121000,인천 미추홀구 경인로 현대도화충전소 앞 (수봉공원입구3 → 도화초교4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8892,인천광역시,미추홀구,특별시도,22번,인주대로,1,,인천 미추홀구 인주대로 368,37.4514161200,126.6769847000,인천 미추홀구 인주대로 국민건강보험공단 앞 (용일4 → 신기4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8893,인천광역시,남동구,특별시도,51번,논고개로,2,,인천 남동구 도림동 412-26,37.4122545100,126.7255153000,인천 남동구 논고개로 도림주유소 부근 (논현4 → 도림4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8894,인천광역시,남동구,특별시도,12번,청능대로,2,,인천 남동구 논현고잔동 90,37.4001696900,126.7184128000,인천 남동구 청능대로 논현꿈에그린아파트 611동 앞 (청능로4 → 호구포길4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8895,인천광역시,동구,특별시도,22번,인중로,2,,인천 동구 화수2동 7-2,37.4860124600,126.6300630000,인천 동구 인중로 화수4 (송현4 → 만석부두입구4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8896,인천광역시,서구,지방도,84번,봉수대로,1,,인천 서구 금곡동 371-10,37.6151268300,126.6393452000,인천 서구 봉수대로 한사랑어린이집 앞 (왕길지하차도 → 해병2사단입구),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8897,인천광역시,서구,특별시도,33번,건지로,1,,인천 서구 석남동 338-3,37.4983711100,126.6781614000,인천 서구 건지로 건지3 (석남4 → 건지4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8898,인천광역시,서구,지방도,84번,서곶로,3,,인천 서구 공촌동 51-90,37.5577115200,126.6772482000,인천 서구 서곶로 대인고등학교 건너편 (검암4 → 공촌4),1,50,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8899,인천광역시,연수구,특별시도,21번,미추홀대로,1,,인천 연수구 미추홀대로 동춘터널 출구 (청학공고4 → 송도2교4),37.4086075100,126.6602116000,인천 연수구 미추홀대로 동춘터널 출구 (청학공고4 → 송도2교4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8900,인천광역시,연수구,특별시도,33번,송도국제대로,1,,인천 연수구 송도국제대로 캠퍼스타운역 앞 (외암도4 → 테크노파크역),37.3865251900,126.6607312000,인천 연수구 송도국제대로 캠퍼스타운역 앞 (외암도4 → 테크노파크역),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8901,인천광역시,중구,기타,435번,영종대로,1,,인천 중구 운서동 261-4,37.4819790700,126.5065363000,인천 중구 영종대로 금호어울림아파트 건너편 (은골4 → 영종IC),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8902,경기도,시흥시,고속국도,15번,서해안고속도로,1,,경기도 시흥시 조남동 133-1,37.3772881400,126.8679264000,경기도 시흥시 조남동 서해안고속도로 330km  (목감IC → 조남JC),1,100,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8903,인천광역시,계양구,특별시도,53번,장제로,1,,인천 계양구 장제로 까치말4 (계양구청4 → 화전4),37.5299560100,126.7333547000,인천 계양구 장제로 까치말4 (계양구청4 → 화전4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8904,인천광역시,미추홀구,특별시도,33번,경원대로,1,,인천 남구 주안4동 247-1,37.4576085700,126.6892806000,인천 미추홀구 경원대로 석바위4 (석암4 → 인천고교앞4),2,50,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8905,인천광역시,동구,지방도,84번,중봉대로,1,,인천 동구 송현3동 1-813,37.4855408800,126.6438032000,인천 동구 중봉대로 인천교펌프장입구4 (북항4 → 송현4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8906,인천광역시,부평구,특별시도,32번,백범로,2,,인천 부평구 십정동 356-4,37.4711901500,126.6946686000,인천 부평구 백범로 구간 (벽돌막4 → 십정4),2,50,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8907,인천광역시,부평구,특별시도,33번,경원대로,1,,인천 부평동 부평동 185-23번지 2층 일부호 부평구 인천 KR,37.4912804300,126.7234168000,인천 부평구 경원대로 부평역4 (부평공원4 → 굴다리5),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8908,인천광역시,부평구,특별시도,57번,무네미로,2,,인천 부평구 구산동 354-26,37.4730306400,126.7550368000,인천 부평구 무네미로 헌병초소 앞 (수현3 → 구산4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8909,인천광역시,서구,특별시도,54번,검단로,2,,인천 서구 검단2동 182-1,37.6192339700,126.6913848000,인천 서구 검단로 동부아파트 앞 (독자3 → 불로3),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8920,인천광역시,중구,특별시도,60번,용유서로,2,,인천 중구 용유동 858-49,37.4602846900,126.3718416000,인천 중구 용유서로 요트경기장입구3 (왕산해수욕장3 → 북측유수지3),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8935,인천광역시,서구,특별시도,46번,경명대로,1,,인천 서구 경서동 249-112,37.5524378700,126.6580333000,인천 서구 경명대로 연희지하차도 앞 (경서3 → 공촌4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8936,인천광역시,서구,특별시도,44번,봉오대로,2,,인천 서구 가정동 203-11,37.5252022600,126.6690048000,인천 서구 봉오대로 가정교차로 (루원4 → 가정4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F8937,인천광역시,서구,기타,259번,국제대로,2,,인천 서구 가정동 43,37.5388237400,126.6692837000,인천 서구 국제대로 크리켓경기장4 (심곡3 → 샘내들4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9002,인천광역시,미추홀구,지방도,98번,아암대로,1,,인천 미추홀구 아암대로 한양2차아파트 앞 (인하대병원4 → 낙섬4),37.4534293700,126.6326394000,인천 미추홀구 아암대로 한양2차아파트 앞 (인하대병원4 → 낙섬4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9003,인천광역시,강화,일반국도,48번,인화로,1,,인천 강화군 양사면 인화로 교동대교 앞 (이강3 → 교동대교),37.7874680700,126.3546284000,인천 강화군 양사면 인화로 교동대교 앞 (이강3 → 교동대교),1,40,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9058,경기도,안산시,고속국도,50번,영동고속도로,2,,경기도 안산시 단원구 선부동 산64-5,37.3480801400,126.7999180000,경기도 안산시 단원구 선부동 영동고속도로 서안산IC 출구 (램프구간 → 서안산TG),1,50,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9059,인천광역시,서구,지방도,84번,봉수대로,1,,인천 서구 봉수대로 가정택지4 (샘내들4 → 가정4),37.5329236800,126.6626426000,인천 서구 봉수대로 가정택지4 (샘내들4 → 가정4),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9060,인천광역시,서구,특별시도,11번,염곡로,2,,인천 서구 염곡로 호반베르디움아파트 건너편 (가정교차로 → 크리켓경기장4),37.5276414500,126.6695113000,인천 서구 염곡로 호반베르디움아파트 건너편 (가정교차로 → 크리켓경기장4),2,50,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9065,인천광역시,미추홀구,특별시도,18번,매소홀로,1,,인천 남구 학익동 489-5,37.4439426000,126.6543853000,인천 미추홀구 매소홀로 남부경찰서 부근 (교통방송4 → 남부서4),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9112,인천광역시,중구,특별시도,60번,영종해안남로,1,,인천 중구 영종해안남로 남측방조제 구간 (용유역 → 신불IC),37.4396933700,126.4750091000,인천 중구 영종해안남로 남측방조제 구간 (용유역 → 신불IC),1,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9113,인천광역시,중구,특별시도,60번,영종해안남로,2,,인천 중구 영종해안남로 남측유수지입구3 (신불IC → 용유역),37.4291039600,126.4559225000,인천 중구 영종해안남로 남측유수지입구3 (신불IC → 용유역),2,60,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
F9126,인천광역시,남동구,기타,64번,서창방산로,2,,인천 남동구 서창방산로 제니스유치원 앞 (장아산공원3 → 장곡4),37.4239950700,126.7548654000,인천 남동구 서창방산로 제니스유치원 앞 (장아산공원3 → 장곡4),2,50,,,,2016,인천지방경찰청,032-455-2352,2020-06-30
